读者ID,ISBN,品类,年龄区间,性别,单次购买力区间,复购,购买日期
R72324,9784670656272,教辅,26-35,男,50-100,1,2025-01-01
R99709,9784670656272,教辅,26-35,女,50-100,0,2025-01-01
R83860,9784670656272,教辅,18-25,女,50-100,0,2025-01-01
R51220,9784670656272,教辅,18-25,女,50-100,1,2025-01-01
R28899,9784670656272,教辅,26-35,男,50-100,0,2025-01-01
R31292,9789016272046,教辅,18-25,女,20-50,0,2025-01-01
R61007,9789016272046,教辅,36-45,女,20-50,0,2025-01-01
R60311,9789016272046,教辅,18-25,女,20-50,0,2025-01-01
R17038,9786464170805,教辅,18-25,女,20-50,1,2025-01-01
R19963,9786464170805,教辅,46-55,男,20-50,1,2025-01-01
R88067,9786464170805,教辅,18-25,女,20-50,1,2025-01-01
R74304,9780330923271,教辅,36-45,女,20-50,1,2025-01-01
R59207,9780330923271,教辅,36-45,女,20-50,0,2025-01-01
R96595,9780330923271,教辅,26-35,女,20-50,1,2025-01-01
R48715,9780330923271,教辅,18-25,男,20-50,0,2025-01-01
R93086,9784529912419,教辅,18-25,女,20-50,1,2025-01-01
R57277,9784529912419,教辅,46-55,男,20-50,1,2025-01-01
R50405,9784529912419,教辅,46-55,男,20-50,0,2025-01-01
R23399,9784529912419,教辅,26-35,女,20-50,1,2025-01-01
R63483,9783193149190,教辅,26-35,男,20-50,1,2025-01-01
R82642,9783193149190,教辅,55+,女,20-50,1,2025-01-01
R52523,9783193149190,教辅,26-35,女,20-50,0,2025-01-01
R64238,9783193149190,教辅,18-25,女,20-50,1,2025-01-01
R83339,9783193149190,教辅,26-35,男,20-50,0,2025-01-01
R28198,9788506716572,教辅,18-25,男,20-50,1,2025-01-01
R29127,9788506716572,教辅,18-25,女,20-50,1,2025-01-01
R57333,9786945314737,教辅,18-25,男,20-50,1,2025-01-01
R70012,9781043321819,文学,36-45,男,20-50,1,2025-02-01
R61864,9781043321819,文学,36-45,女,20-50,0,2025-02-01
R95332,9783890838637,文学,36-45,男,50-100,0,2025-02-01
R52030,9783890838637,文学,46-55,男,50-100,0,2025-02-01
R72784,9783890838637,文学,46-55,女,50-100,0,2025-02-01
R51830,9783890838637,文学,55+,女,50-100,0,2025-02-01
R52714,9786542351161,文学,55+,女,20-50,0,2025-02-01
R61502,9786542351161,文学,36-45,女,20-50,0,2025-02-01
R33583,9780781618495,文学,26-35,女,50-100,0,2025-02-01
R70505,9780781618495,文学,46-55,女,50-100,0,2025-02-01
R48185,9780781618495,文学,26-35,女,50-100,0,2025-02-01
R63627,9780781618495,文学,26-35,男,50-100,0,2025-02-01
R49692,9780781618495,文学,26-35,男,50-100,1,2025-02-01
R68860,9783413164752,文学,26-35,男,20-50,0,2025-02-01
R81256,9781928327648,文学,18-25,女,20-50,1,2025-02-01
R80373,9781928327648,文学,26-35,女,20-50,0,2025-02-01
R24335,9781928327648,文学,36-45,男,20-50,0,2025-02-01
R56531,9781928327648,文学,55+,女,20-50,1,2025-02-01
R66420,9780564139537,文学,18-25,女,20-50,1,2025-02-01
R39098,9780564139537,文学,55+,女,20-50,0,2025-02-01
R86089,9780564139537,文学,36-45,男,20-50,0,2025-02-01
R75597,9782388496965,文学,26-35,女,20-50,1,2025-02-01
R73277,9782388496965,文学,36-45,女,20-50,1,2025-02-01
R21253,9782388496965,文学,26-35,男,20-50,1,2025-02-01
R28569,9782388496965,文学,18-25,男,20-50,0,2025-02-01
R37114,9782388496965,文学,18-25,女,20-50,0,2025-02-01
R51800,9780122691669,文学,26-35,男,50-100,1,2025-02-01
R25084,9780122691669,文学,46-55,女,50-100,1,2025-02-01
R24334,9780122691669,文学,55+,男,50-100,0,2025-02-01
R41970,9780122691669,文学,36-45,女,50-100,0,2025-02-01
R40389,9781845146270,文学,18-25,女,50-100,0,2025-02-01
R34430,9781845146270,文学,26-35,男,50-100,0,2025-02-01
R13826,9781845146270,文学,26-35,女,50-100,0,2025-02-01
R68926,9781845146270,文学,36-45,男,50-100,0,2025-02-01
R85674,9781489325288,社科,46-55,男,50-100,1,2025-02-01
R69972,9781543039117,社科,18-25,女,50-100,1,2025-02-01
R74157,9781543039117,社科,55+,女,50-100,0,2025-02-01
R24972,9787824896383,社科,46-55,女,50-100,0,2025-02-01
R90918,9787824896383,社科,36-45,男,50-100,1,2025-02-01
R48986,9787824896383,社科,26-35,男,50-100,0,2025-02-01
R98094,9787824896383,社科,26-35,女,50-100,1,2025-02-01
R50026,9787824896383,社科,18-25,男,50-100,1,2025-02-01
R88174,9788713315098,社科,36-45,男,50-100,1,2025-02-01
R34347,9788713315098,社科,46-55,男,50-100,0,2025-02-01
R94575,9788713315098,社科,36-45,女,50-100,0,2025-02-01
R31871,9788713315098,社科,26-35,女,50-100,0,2025-02-01
R17026,9780310518347,社科,26-35,女,20-50,0,2025-02-01
R73518,9780310518347,社科,36-45,女,20-50,1,2025-02-01
R83607,9780310518347,社科,46-55,女,20-50,0,2025-02-01
R99744,9780310518347,社科,36-45,女,20-50,0,2025-02-01
R68176,9780310518347,社科,36-45,女,20-50,0,2025-02-01
R48284,9787631165667,社科,36-45,男,50-100,1,2025-02-01
R47836,9787631165667,社科,46-55,男,50-100,1,2025-02-01
R85066,9786513338726,社科,46-55,男,20-50,1,2025-02-01
R67850,9781781080132,社科,26-35,女,50-100,0,2025-02-01
R49021,9786026064746,社科,26-35,女,50-100,0,2025-02-01
R44447,9786026064746,社科,36-45,男,50-100,0,2025-02-01
R41056,9784309805009,社科,26-35,女,50-100,0,2025-02-01
R92938,9788121913619,科技,55+,男,50-100,0,2025-02-01
R37082,9788121913619,科技,18-25,男,50-100,0,2025-02-01
R84720,9788121913619,科技,26-35,女,50-100,0,2025-02-01
R80617,9788121913619,科技,36-45,男,50-100,1,2025-02-01
R48356,9788121913619,科技,46-55,男,50-100,1,2025-02-01
R17770,9789985435346,科技,46-55,男,50-100,0,2025-02-01
R26631,9789985435346,科技,46-55,男,50-100,0,2025-02-01
R29168,9789985435346,科技,26-35,男,50-100,0,2025-02-01
R98635,9789985435346,科技,18-25,男,50-100,0,2025-02-01
R69243,9781079911838,科技,26-35,男,50-100,1,2025-02-01
R22202,9781079911838,科技,36-45,女,50-100,0,2025-02-01
R58374,9781079911838,科技,46-55,男,50-100,0,2025-02-01
R86278,9781079911838,科技,18-25,女,50-100,1,2025-02-01
R93209,9783542784980,科技,18-25,男,50-100,0,2025-02-01
R18300,9783542784980,科技,26-35,男,50-100,0,2025-02-01
R66314,9783542784980,科技,36-45,男,50-100,0,2025-02-01
R52318,9783542784980,科技,26-35,男,50-100,0,2025-02-01
R55054,9782411824493,科技,55+,男,50-100,0,2025-02-01
R16021,9782411824493,科技,26-35,男,50-100,1,2025-02-01
R70238,9782411824493,科技,36-45,男,50-100,1,2025-02-01
R30707,9782411824493,科技,18-25,男,50-100,0,2025-02-01
R95196,9787401640052,科技,26-35,男,50-100,1,2025-02-01
R45916,9787401640052,科技,46-55,男,50-100,1,2025-02-01
R16787,9787868011280,科技,26-35,女,50-100,0,2025-02-01
R40689,9787868011280,科技,26-35,男,50-100,0,2025-02-01
R20215,9780450533158,科技,18-25,女,50-100,1,2025-02-01
R99126,9780450533158,科技,36-45,男,50-100,0,2025-02-01
R55032,9780450533158,科技,18-25,男,50-100,0,2025-02-01
R65353,9780450533158,科技,26-35,女,50-100,0,2025-02-01
R23526,9783226025634,科技,26-35,女,50-100,1,2025-02-01
R94092,9780733754330,科技,18-25,女,50-100,0,2025-02-01
R79534,9780733754330,科技,36-45,女,50-100,0,2025-02-01
R92323,9781458685014,少儿,36-45,女,20-50,0,2025-02-01
R90750,9781458685014,少儿,26-35,男,20-50,0,2025-02-01
R26142,9789655698169,少儿,46-55,女,20-50,0,2025-02-01
R66280,9789655698169,少儿,36-45,女,20-50,0,2025-02-01
R82534,9788835615951,少儿,26-35,女,20-50,0,2025-02-01
R47345,9788835615951,少儿,26-35,男,20-50,0,2025-02-01
R76784,9786564823662,少儿,26-35,男,20-50,1,2025-02-01
R94694,9786564823662,少儿,36-45,男,20-50,1,2025-02-01
R41370,9786564823662,少儿,36-45,男,20-50,0,2025-02-01
R75481,9786564823662,少儿,18-25,男,20-50,0,2025-02-01
R11581,9786564823662,少儿,26-35,女,20-50,0,2025-02-01
R65163,9780443699577,少儿,26-35,女,20-50,0,2025-02-01
R71736,9780443699577,少儿,36-45,女,20-50,0,2025-02-01
R12187,9780443699577,少儿,18-25,女,20-50,0,2025-02-01
R38277,9780443699577,少儿,26-35,女,20-50,1,2025-02-01
R62163,9780443699577,少儿,26-35,女,20-50,0,2025-02-01
R62727,9782148951343,少儿,36-45,女,50-100,1,2025-02-01
R90746,9782148951343,少儿,18-25,男,50-100,1,2025-02-01
R20357,9782148951343,少儿,26-35,男,50-100,0,2025-02-01
R30365,9782148951343,少儿,26-35,男,50-100,0,2025-02-01
R41278,9783791769367,少儿,26-35,女,20-50,1,2025-02-01
R66948,9783791769367,少儿,36-45,男,20-50,1,2025-02-01
R17212,9783791769367,少儿,26-35,男,20-50,0,2025-02-01
R33022,9783791769367,少儿,36-45,女,20-50,1,2025-02-01
R78551,9781632870831,少儿,18-25,女,20-50,0,2025-02-01
R43980,9781632870831,少儿,26-35,女,20-50,1,2025-02-01
R45227,9781632870831,少儿,36-45,女,20-50,0,2025-02-01
R45649,9787986872774,少儿,26-35,女,50-100,0,2025-02-01
R85582,9787986872774,少儿,36-45,女,50-100,0,2025-02-01
R76949,9787986872774,少儿,36-45,女,50-100,0,2025-02-01
R84302,9787986872774,少儿,36-45,女,50-100,1,2025-02-01
R39937,9783471434558,少儿,26-35,男,20-50,0,2025-02-01
R57707,9782316658760,教辅,18-25,女,20-50,1,2025-02-01
R14635,9782316658760,教辅,55+,男,20-50,0,2025-02-01
R95944,9782316658760,教辅,18-25,女,20-50,0,2025-02-01
R64559,9782316658760,教辅,26-35,男,20-50,0,2025-02-01
R75803,9789096705466,教辅,26-35,女,50-100,0,2025-02-01
R62550,9784670656272,教辅,55+,女,50-100,1,2025-02-01
R52899,9789016272046,教辅,26-35,男,20-50,1,2025-02-01
R58354,9789016272046,教辅,26-35,男,20-50,1,2025-02-01
R49834,9789016272046,教辅,18-25,男,20-50,0,2025-02-01
R35614,9786464170805,教辅,36-45,女,20-50,0,2025-02-01
R42129,9786464170805,教辅,26-35,男,20-50,1,2025-02-01
R13133,9786464170805,教辅,18-25,男,20-50,1,2025-02-01
R11257,9786464170805,教辅,55+,男,20-50,0,2025-02-01
R23624,9780330923271,教辅,26-35,男,50-100,1,2025-02-01
R65026,9780330923271,教辅,26-35,男,50-100,0,2025-02-01
R28661,9780330923271,教辅,46-55,男,50-100,0,2025-02-01
R64140,9784529912419,教辅,26-35,女,20-50,0,2025-02-01
R21128,9784529912419,教辅,18-25,女,20-50,0,2025-02-01
R93521,9784529912419,教辅,26-35,女,20-50,0,2025-02-01
R84425,9784529912419,教辅,26-35,女,20-50,1,2025-02-01
R27132,9784529912419,教辅,18-25,男,20-50,1,2025-02-01
R52762,9783193149190,教辅,18-25,女,20-50,1,2025-02-01
R19789,9783193149190,教辅,18-25,女,20-50,0,2025-02-01
R86638,9783193149190,教辅,26-35,男,20-50,1,2025-02-01
R68925,9783193149190,教辅,18-25,男,20-50,0,2025-02-01
R69233,9788506716572,教辅,46-55,男,50-100,1,2025-02-01
R25717,9788506716572,教辅,18-25,女,50-100,1,2025-02-01
R15286,9786945314737,教辅,18-25,女,50-100,1,2025-02-01
R29441,9786945314737,教辅,26-35,男,50-100,1,2025-02-01
R56627,9786945314737,教辅,18-25,女,50-100,1,2025-02-01
R49169,9786945314737,教辅,36-45,男,50-100,1,2025-02-01
R14073,9786945314737,教辅,18-25,女,50-100,0,2025-02-01
R28322,9781043321819,文学,36-45,男,50-100,1,2025-02-01
R58790,9783890838637,文学,18-25,女,50-100,0,2025-02-01
R21015,9783890838637,文学,36-45,女,50-100,0,2025-02-01
R19828,9783890838637,文学,46-55,女,50-100,1,2025-02-01
R94670,9783890838637,文学,26-35,男,50-100,0,2025-02-01
R16637,9786542351161,文学,18-25,女,50-100,1,2025-02-01
R61773,9786542351161,文学,55+,男,50-100,0,2025-02-01
R65923,9786542351161,文学,18-25,女,50-100,1,2025-02-01
R34530,9786542351161,文学,26-35,女,50-100,0,2025-02-01
R90868,9780781618495,文学,18-25,男,50-100,1,2025-02-01
R64000,9780781618495,文学,55+,男,50-100,0,2025-02-01
R21497,9780781618495,文学,55+,女,50-100,0,2025-02-01
R36143,9780781618495,文学,26-35,女,50-100,0,2025-02-01
R42656,9780781618495,文学,26-35,女,50-100,0,2025-02-01
R72873,9783413164752,文学,18-25,男,50-100,0,2025-02-01
R84141,9783413164752,文学,26-35,女,50-100,0,2025-02-01
R33568,9783413164752,文学,26-35,女,50-100,1,2025-02-01
R17679,9781928327648,文学,55+,男,20-50,0,2025-02-01
R56849,9781928327648,文学,36-45,女,20-50,0,2025-02-01
R30922,9781928327648,文学,46-55,男,20-50,1,2025-02-01
R38758,9780564139537,文学,36-45,女,50-100,0,2025-02-01
R33081,9782388496965,文学,55+,女,20-50,1,2025-02-01
R57026,9782388496965,文学,26-35,女,20-50,0,2025-02-01
R28625,9780122691669,文学,36-45,男,50-100,0,2025-02-01
R74517,9780122691669,文学,36-45,女,50-100,0,2025-02-01
R14975,9780122691669,文学,36-45,女,50-100,1,2025-02-01
R38679,9780122691669,文学,18-25,女,50-100,1,2025-02-01
R53481,9780122691669,文学,55+,男,50-100,0,2025-02-01
R52413,9781845146270,文学,26-35,女,50-100,1,2025-02-01
R28566,9781845146270,文学,36-45,女,50-100,0,2025-02-01
R96787,9781489325288,社科,46-55,男,50-100,0,2025-02-01
R49552,9781489325288,社科,36-45,女,50-100,0,2025-02-01
R67261,9781489325288,社科,36-45,女,50-100,0,2025-02-01
R90440,9781543039117,社科,26-35,女,50-100,0,2025-02-01
R87194,9781543039117,社科,36-45,男,50-100,0,2025-02-01
R48602,9781543039117,社科,26-35,男,50-100,1,2025-02-01
R85082,9781543039117,社科,26-35,女,50-100,0,2025-02-01
R84381,9781543039117,社科,26-35,男,50-100,1,2025-02-01
R75035,9787824896383,社科,26-35,男,50-100,1,2025-02-01
R32005,9788713315098,社科,26-35,男,50-100,0,2025-02-01
R97821,9788713315098,社科,36-45,女,50-100,0,2025-02-01
R68540,9788713315098,社科,36-45,男,50-100,1,2025-02-01
R10167,9780310518347,社科,46-55,男,50-100,1,2025-02-01
R74629,9787631165667,社科,36-45,男,50-100,0,2025-02-01
R59197,9787631165667,社科,26-35,男,50-100,1,2025-02-01
R85766,9787631165667,社科,26-35,女,50-100,0,2025-02-01
R31319,9787631165667,社科,36-45,女,50-100,0,2025-02-01
R44226,9786513338726,社科,36-45,女,50-100,0,2025-02-01
R32296,9786513338726,社科,55+,男,50-100,0,2025-02-01
R19830,9786513338726,社科,18-25,女,50-100,0,2025-02-01
R73273,9781781080132,社科,46-55,男,50-100,0,2025-02-01
R95673,9781781080132,社科,46-55,男,50-100,1,2025-02-01
R30591,9781781080132,社科,55+,男,50-100,1,2025-02-01
R34901,9781781080132,社科,18-25,男,50-100,0,2025-02-01
R80795,9781781080132,社科,26-35,男,50-100,0,2025-02-01
R84943,9786026064746,社科,46-55,男,50-100,0,2025-02-01
R17144,9786026064746,社科,26-35,女,50-100,0,2025-02-01
R48607,9786026064746,社科,36-45,男,50-100,0,2025-02-01
R72957,9786026064746,社科,26-35,男,50-100,1,2025-02-01
R72071,9784309805009,社科,36-45,男,50-100,0,2025-02-01
R21945,9788121913619,科技,26-35,男,50-100,0,2025-02-01
R58630,9788121913619,科技,18-25,男,50-100,0,2025-02-01
R68428,9788121913619,科技,18-25,女,50-100,1,2025-02-01
R83956,9789985435346,科技,26-35,女,50-100,1,2025-02-01
R97486,9789985435346,科技,26-35,男,50-100,1,2025-02-01
R80968,9789985435346,科技,26-35,女,50-100,0,2025-02-01
R78495,9781079911838,科技,26-35,女,50-100,0,2025-02-01
R72236,9781079911838,科技,36-45,男,50-100,0,2025-02-01
R49171,9781079911838,科技,26-35,男,50-100,1,2025-02-01
R14551,9781079911838,科技,36-45,女,50-100,0,2025-02-01
R32659,9783542784980,科技,26-35,男,50-100,0,2025-02-01
R37772,9783542784980,科技,18-25,女,50-100,0,2025-02-01
R65492,9783542784980,科技,26-35,男,50-100,1,2025-02-01
R36465,9783542784980,科技,26-35,男,50-100,0,2025-02-01
R21406,9782411824493,科技,26-35,男,50-100,0,2025-02-01
R70051,9787401640052,科技,36-45,女,50-100,0,2025-02-01
R91665,9787401640052,科技,18-25,男,50-100,0,2025-02-01
R24748,9787401640052,科技,26-35,男,50-100,0,2025-02-01
R87061,9787401640052,科技,18-25,男,50-100,0,2025-02-01
R23133,9787401640052,科技,26-35,男,50-100,0,2025-02-01
R55071,9787868011280,科技,55+,男,50-100,0,2025-02-01
R95824,9787868011280,科技,26-35,男,50-100,0,2025-02-01
R14910,9787868011280,科技,36-45,男,50-100,1,2025-02-01
R91034,9787868011280,科技,55+,男,50-100,0,2025-02-01
R15083,9787868011280,科技,18-25,男,50-100,0,2025-02-01
R45203,9780450533158,科技,26-35,男,100+,0,2025-02-01
R49722,9780450533158,科技,18-25,女,100+,1,2025-02-01
R99764,9780450533158,科技,18-25,男,100+,1,2025-02-01
R27614,9780450533158,科技,18-25,男,100+,1,2025-02-01
R89295,9783226025634,科技,18-25,男,50-100,0,2025-02-01
R37707,9783226025634,科技,36-45,男,50-100,0,2025-02-01
R73499,9783226025634,科技,26-35,女,50-100,0,2025-02-01
R17367,9783226025634,科技,26-35,男,50-100,0,2025-02-01
R27779,9780733754330,科技,26-35,男,50-100,0,2025-02-01
R84537,9780733754330,科技,55+,男,50-100,1,2025-02-01
R36309,9780733754330,科技,36-45,男,50-100,0,2025-02-01
R69827,9780733754330,科技,26-35,女,50-100,1,2025-02-01
R76207,9781458685014,少儿,26-35,女,20-50,0,2025-02-01
R99282,9781458685014,少儿,26-35,女,20-50,1,2025-02-01
R87862,9781458685014,少儿,26-35,女,20-50,0,2025-02-01
R72204,9781458685014,少儿,36-45,男,20-50,0,2025-02-01
R21847,9789655698169,少儿,36-45,女,20-50,1,2025-02-01
R31352,9789655698169,少儿,46-55,男,20-50,0,2025-02-01
R38091,9789655698169,少儿,26-35,男,20-50,0,2025-02-01
R77276,9788835615951,少儿,55+,女,50-100,1,2025-02-01
R99417,9788835615951,少儿,26-35,女,50-100,1,2025-02-01
R94852,9788835615951,少儿,26-35,女,50-100,1,2025-02-01
R39329,9788835615951,少儿,26-35,女,50-100,1,2025-02-01
R65549,9786564823662,少儿,26-35,女,50-100,0,2025-02-01
R70161,9786564823662,少儿,36-45,女,50-100,1,2025-02-01
R98761,9786564823662,少儿,18-25,男,50-100,0,2025-02-01
R83591,9780443699577,少儿,26-35,男,20-50,0,2025-02-01
R49121,9780443699577,少儿,26-35,女,20-50,0,2025-02-01
R54077,9780443699577,少儿,36-45,男,20-50,0,2025-02-01
R34688,9782148951343,少儿,26-35,男,50-100,1,2025-02-01
R17441,9782148951343,少儿,36-45,女,50-100,0,2025-02-01
R88647,9782148951343,少儿,46-55,女,50-100,0,2025-02-01
R48745,9783791769367,少儿,55+,女,20-50,1,2025-02-01
R60891,9783791769367,少儿,26-35,女,20-50,0,2025-02-01
R84978,9783791769367,少儿,26-35,女,20-50,0,2025-02-01
R39145,9783791769367,少儿,26-35,女,20-50,0,2025-02-01
R76494,9781632870831,少儿,36-45,女,20-50,0,2025-02-01
R96194,9781632870831,少儿,26-35,男,20-50,0,2025-02-01
R22793,9781632870831,少儿,26-35,女,20-50,0,2025-02-01
R95778,9787986872774,少儿,26-35,女,50-100,1,2025-02-01
R50250,9787986872774,少儿,36-45,女,50-100,0,2025-02-01
R58717,9787986872774,少儿,26-35,女,50-100,1,2025-02-01
R86062,9783471434558,少儿,26-35,女,20-50,0,2025-02-01
R35499,9783471434558,少儿,26-35,女,20-50,0,2025-02-01
R60026,9783471434558,少儿,26-35,男,20-50,0,2025-02-01
R29762,9783471434558,少儿,26-35,男,20-50,1,2025-02-01
R63633,9783471434558,少儿,26-35,女,20-50,0,2025-02-01
R20592,9782316658760,教辅,26-35,女,20-50,0,2025-02-01
R33176,9782316658760,教辅,26-35,男,20-50,1,2025-02-01
R85534,9789096705466,教辅,26-35,男,50-100,0,2025-02-01
R21539,9789096705466,教辅,26-35,男,50-100,1,2025-02-01
R60242,9784670656272,教辅,26-35,女,50-100,1,2025-02-01
R58903,9784670656272,教辅,18-25,男,50-100,0,2025-02-01
R79603,9784670656272,教辅,36-45,男,50-100,1,2025-02-01
R92141,9784670656272,教辅,18-25,女,50-100,0,2025-02-01
R60272,9789016272046,教辅,26-35,女,50-100,0,2025-02-01
R48119,9786464170805,教辅,18-25,男,20-50,0,2025-02-01
R78697,9786464170805,教辅,18-25,男,20-50,1,2025-02-01
R27536,9786464170805,教辅,18-25,女,20-50,1,2025-02-01
R62873,9780330923271,教辅,18-25,女,50-100,1,2025-02-01
R27197,9780330923271,教辅,36-45,女,50-100,1,2025-02-01
R95267,9784529912419,教辅,26-35,女,20-50,0,2025-02-01
R93928,9784529912419,教辅,26-35,男,20-50,1,2025-02-01
R16368,9784529912419,教辅,36-45,男,20-50,0,2025-02-01
R16322,9783193149190,教辅,18-25,男,50-100,0,2025-02-01
R72180,9788506716572,教辅,36-45,女,50-100,0,2025-02-01
R99881,9788506716572,教辅,18-25,男,50-100,0,2025-02-01
R96725,9788506716572,教辅,26-35,男,50-100,1,2025-02-01
R77054,9786945314737,教辅,18-25,女,50-100,0,2025-02-01
R36037,9781043321819,文学,26-35,男,20-50,0,2025-02-01
R78569,9781043321819,文学,18-25,男,20-50,0,2025-02-01
R63707,9781043321819,文学,55+,女,20-50,0,2025-02-01
R75058,9781043321819,文学,26-35,男,20-50,0,2025-02-01
R11671,9783890838637,文学,26-35,女,20-50,0,2025-02-01
R77070,9786542351161,文学,46-55,男,20-50,1,2025-02-01
R48800,9780781618495,文学,26-35,男,20-50,0,2025-02-01
R32898,9780781618495,文学,36-45,女,20-50,0,2025-02-01
R57214,9780781618495,文学,26-35,女,20-50,0,2025-02-01
R25191,9780781618495,文学,26-35,女,20-50,1,2025-02-01
R96947,9783413164752,文学,46-55,女,20-50,0,2025-02-01
R67372,9783413164752,文学,36-45,男,20-50,0,2025-02-01
R33969,9781928327648,文学,26-35,男,20-50,1,2025-02-01
R69839,9781928327648,文学,46-55,男,20-50,0,2025-02-01
R72684,9781928327648,文学,46-55,女,20-50,0,2025-02-01
R30892,9780564139537,文学,36-45,女,20-50,1,2025-02-01
